address,price,property_type,zipcode,beds,baths,sqft,garage,description
"49 Hill St, San Francisco, CA","$4,485,000",house,90110,4,4,3080,3,"Liberty Hill Historic District, authentic soul, impressive stature & gentle refinement, characterize this modernized Victorian it's sought-after layout & airy polished finesse anchored in quality. Old growth timber of the 1890 original inform the soaring scale of its architecture, this deeply restored residence welcomes visitors through tailored doors, & expansive public rooms. Majestic stair, hefty door casings, deep crown moldings, luminous window bays capture glorious light, while hardwood flooring & wood burning fireplace warm the open-plan of double parlors. Culinary inspiration is evident in the professionally appointed eat-in kitchen, a gathering place adjoining the deck & deep, south facing garden. Upstairs 3 beds + primary suite with spa-like bath & integrated laundry, with northeast city views & leafy street outlooks. A 2nd luxe bath, & ample storage complete this level. The garden family room & a 4th suite + wet bar create perfect guest, ZOOM, & AirBnB potential. 3-car garage , storage, potential workshop. Functional, modern, historic, this residence is on a tree-lined, level block, w/ walkable assets of Mission Dolores, Eureka Valley & Noe, Valencia night-life. The ease of access to schools, & dual commute are eminently convenient, & the elevated livability is rare."
"57 Masonic Ave, San Francisco, CA","$1,749,000",house,94118,3,2,2332,2,"Rarely available, this well-maintained Spanish Revival single family dwelling in the heart of Lone Mountain, offers timeless architectural details, generous living spaces, and a large backyard with expansion potential. Beautiful period details include original parquet hardwood floors, crown moulding, vaulted ceilings, and floor to ceiling arched windows that fill the home with natural light. The living room centers around a classic fireplace, and the formal dining room looks out to a bright sunwell, creating a warm and inviting space. Two generous sized bedrooms with ample closet space overlook the backyard, and a vintage split bath and kitchen maintain the home's original character. Retreat downstairs to a large flex space that includes one bedroom, en-suite bathroom, and a spacious walk-in closet. A massive basement runs the full length of the house, and the garage provides two-car parking, plus storage. The oversized backyard is ideal for outdoor entertaining, gardening, or simply relaxing under the San Francisco sun. Located just minutes from USF, Golden Gate Park, and The Presidio; easy access to Rossi Park, the Koret Center, Trader Joe's, Laurel Village, and eclectic shops, indie cafes, and world class dining in NOPA, and Presidio Heights."
"64 Perine Pl, San Francisco, CA","$2,195,000",house,94115,3,3,,1,"Step inside a secluded oasis in the heart of Pacific Heights! This early 1900s single-family home beautifully blends timeless character with thoughtful modern updates. The main level features an impressive open layout, anchored by a chef's kitchen complete with a large marble peninsula, commercial-grade refrigerator, Wolf range, and custom wine cabinetry. An ornate fireplace centers the inviting living room, which flows seamlessly into the formal dining area and a stylish half bath. Just off the kitchen, you'll find easily accessible outdoor spaceperfect for al fresco dining and weekend grilling. Upstairs offers three spacious bedrooms and two full bathrooms, including a grand primary suite with a generous walk-in closet outfitted with Restoration Hardware organizers. The primary bathroom is equipped with a spacious duel vanity, and spacious standing shower. The lower level includes a laundry area and a versatile bonus room ideal for extra storage, a home gym, or a creative workspace. Leased parking is conveniently located just across the street, only steps from your front door. With a Walk Score of 99 and a Transit Score of 100, you're mere moments from grocery stores, restaurants, bars, boutiques, and even your favorite ice cream shopall less than a block away."
"69 Bemis St, San Francisco, CA","$1,949,000",house,94112,3,3,1853,0,"Welcome to 69 Bemis Street, nestled in the coveted Glen Park neighborhood of San Francisco. Spanning 1, 853 square feet on 3 levels, this home features three bedrooms on one level, and two and a half bathrooms, thoughtfully designed to accommodate both comfort and functionality. The residence boasts panoramic views of San Francisco and the Bay, providing a breathtaking backdrop to everyday living. The great room is a highlight of the home, featuring an exposed beam ceiling, a cozy fireplace, and direct access to one of the two view decks, perfect for entertaining or relaxing while taking in the stunning views. The remodeled kitchen is equipped with quartz countertops and stainless steel appliances, providing a sleek and functional space for culinary endeavors. The flexible bonus space on the lower level offers versatility for various needs, whether as a home office, gym, or expansion potential. A level garden oasis completes this lovely home. Just blocks away from charming Glen Park Village, with easy access to local shops, dining, and entertainment, the property is strategically positioned for an effortless commute, with proximity to MUNI, BART, major freeways, and tech shuttles."
"729 Douglass St, San Francisco, CA","$6,995,000",house,94114,7,7,5122,2,"Available for the first time in 50+ years a rare offering on Noe Valley's coveted 700 block of Douglass, directly across from Noe Courts Park. This move-in ready, modern Victorian offers approx. 5, 122 sq ft of finished living space + 2, 024 sq ft of additional non-living space (garage, storage, flex), totaling approx. 7, 146 sq ft. 7 bedrooms, 7 baths, with flexible layouts ideal for grand-scale, single-family living, multi-generational households, or strong income potential. Expansive decks feature panoramic Bay, Twin Peaks, park & city views. The professionally designed rear stone yard provides a private outdoor retreat, ideal for entertaining, and is beautifully framed by mature trees and layered gardens. Enkebol woodwork, luxury kitchens, updated systems, and seamless indoor-outdoor flow complete this turnkey residence. Mid-block privacy with direct access to 24th St. Dining, shops & cafes. Rare scale, condition, and location in prime Noe Valley. A true now or never'' opportunity for discerning buyers to own this exclusive and graciously proportioned home. Private showings by appointment are available."
"803 Vermont St, San Francisco, CA","$2,998,000",house,90103,4,3,2350,1,"Perched on the coveted North Slope of Potrero Hill, this stunning 4BD, 3BA residence with 1-car garage and serene garden oasis offers the perfect blend of charm, elegance, and modern convenience. Bathed in natural light, its expansive windows frame picturesque views of McKinley Square. At the heart of the home lies a chef's kitchen, exquisitely appointed with high-end appliancesincluding a built-in Miele espresso machine, Wolf range, Bosch fridgequartzite countertops, abundant cabinetry, and serene outlooks over a neighbor's peaceful garden. The kitchen flows effortlessly into a gracious dining area and sunlit living room with limestone fireplace. Two upstairs bedrooms and a full bath lead to the landscaped backyard, where mature trees and a tranquil water feature invite quiet moments or lively gatherings. The lower-level primary suite enjoys direct garden access, double patio doors, a generous walk-in closet, and a luxurious ensuite with soaking tub and separate shower. A fourth bedroom, third bath, laundry room, interior garage entry, extra hallway storage, and new flooring complete this stunning home. Embrace seamless indoor/outdoor living in San Francisco's sunniest enclavejust moments from 18th St dining, Whole Foods, community gardens, Caltrain, and more."
"1279 41 St Ave, San Francisco, CA","$1,995,000",condo,94101,6,0,3820,2,"1279-1281 41st Avenue is a well-maintained duplex in San Francisco's Outer Sunset neighborhood, offering an excellent opportunity for owner-users or investors. The property features two spacious, two-level units, each with 3 bedrooms and 2.5 bathrooms, plus an unwarranted 1-bedroom, 1-bathroom unit on the ground floor. Built in 1981, the building is not subject to San Francisco rent control. The owner's unit is currently vacant, making it ideal for immediate occupancy or rental. Both main units have a smart, functional layout with generous natural light, partial views, and in-unit laundry hookups. This property is ideal for TIC or condo conversion. Located just blocks from Ocean Beach and Golden Gate Park, this property offers comfortable living in a desirable residential area with strong long-term rental demand and access to neighborhood amenities, schools, and transit."
"278 Whitney St, San Francisco, CA","$1,398,000",condo,94131,3,2,,0,"Welcome to this beautifully designed three-bedroom, two-bathroom home nestled steps from Glen Park, Noe Valley & Bernal Heights. This home features a beautifully remodeled kitchen with a large dining area, living room, two new bathrooms, beautiful hardwood floors, a large finished attic area suitable for a variety of uses, a charming sunny yard perfect for those backyard barbeques, a large basement area laundry and workspace. This residence offers the perfect blend of modern comfort and timeless charm. Easy access to parks, shops, restaurants, transit and convenient freeway access in and out of the city."
"289 Church St, San Francisco, CA","$1,298,000",condo,94143,3,2,1504,0,"Recently renovated Edwardian flat in the highly desirable Mission Dolores neighborhood. Stunning stainless steel eat-in kitchen overlooks the lovely dining room with coffered ceilings, a fireplace and built-in cabinets. Gorgeous living room with coved ceilings and a charming fireplace. Soaring 10' ceilings and gorgeous new wood floors. Lots of big windows for natural light. Many period details still intact. Exclusive one car side-by-side parking and storage. Energy efficient upgrades including, all new appliances, dual pane windows, LED lights and a tankless water heater. A new roof was installed in October of 2021 and the building exterior was painted then as well. Amazing location in the heart of the city, with a 99% walk score, and it's just steps away from a wide array of restaurants, nightlife, bars, shopping, and parks. Close to public transit and Dolores Park."
"291 Church St, San Francisco, CA","$1,398,000",condo,94143,3,2,1630,0,"Recently renovated top floor Edwardian flat in the highly desirable Mission Dolores neighborhood. Stunning stainless steel eat-in kitchen opens to the lovely dining room with coved ceilings, a fireplace and built-in shelves. Gorgeous living room also with coved ceilings and a charming fireplace. High 10' ceilings and gorgeous new wood floors. Lots of big windows for natural light. Separate office could be used as a den or a nursery. Lots of period details still intact. Exclusive one car side-by-side parking and an approximately 128 square foot exclusive basement bonus storage room for this unit. Energy efficient upgrades including, all new appliances, dual pane windows, LED lights and a tankless water heater. A new roof was installed in October of 2021 and the building exterior was painted then as well. Amazing location in the heart of the city, with a 99% walk score, and it's just steps away from a wide array of restaurants, nightlife, bars, shopping, and parks. Close to public transit and Dolores Park."
"30 Eagle St, San Francisco, CA","$988,000",condo,94114,2,1,809,0,"Who says you can't have it all? At 30 Eagle Street, we don't just disagree we invite you to come see for yourself. Nestled right in the heart of San Francisco and a small stroll to the Castro, this 2-bedroom, 1-bath garden-level charmer has mastered the art of blending city living with private retreat. Walk through the door and bam! You're hit with the best of both worlds: Victorian charm meets Mediterranean getaway. The terracotta floor tiles serve up just the right dose of European charm like a mini vacation without the airport security lines. Complete with sprawling counters, updated bathroom, plenty of storage space, washer and dryer, top-tier appliances, and all the space you need to finally nail those influencer-level'' recipes. If you step outside, you will be transported to your very own garden hideaway, where morning coffee feels like a mini-vacay and weekend BBQs have a sneaky habit of turning into full-blown dinner fiestas (and don't say we didn't warn you!). While it may feel like a tucked-away hideout, you're just steps from everything: Dolores Park, trails, twin peaks shopping, groceries, public transit, freeways, and all the energy of the Castro. Ready to claim your slice of San Francisco paradise? Let's make it happen!"
"3735 Cesar Chavez, San Francisco, CA","$1,475,000",condo,90110,2,1,,1,"Your perfect Noe Valley Starter offers a splendid full-floor condo that lives as a 3 bedroom in the heart of the city. Blending classic architecture with contemporary living, the formal entry sets the tone w/ high ceilings, ornate wainscoting & hardwood floors w/ inlay design. The floor plan is functional as it is flexible. The classic SF double parlor can serve as a bedroom, separate family room or more. The separate living room is bright & airy w/ a decorative ceiling & a beautiful bay window w/ garden view. The refreshed eat-in kitchen offers the perfect setting for hosting dinner w/ friends. A convenient in-unit laundry room & a versatile home office space or playroom w/ newer carpet complete this level w/ direct access to a shared, lush garden & jacuzzi tub. The split bath offers a dual vanity & shower over tub. 3 exterior storage areas & enclosed garage w/ deeded parking. Additional improvements include a newer roof & fiber cement siding. Low HOA Dues. Enjoy the city's best weather at Upper Noe, Douglass & Dolores Parks w/ tennis, pickleball & basketball courts. Stroll along Sanchez, pick up a cold brew at Noe Cafe & head to farmer's market at NV Town Square. Mix it up in Bernal Heights or the Mission. Bike downtown, hop on BART or access 280/101 & the Bridge. Welcome Home!"
"49 Hill St, San Francisco, CA","$4,485,000",condo,90110,4,4,3080,3,"Liberty Hill Historic District, authentic soul, impressive stature & gentle refinement, characterize this modernized Victorian it's sought-after layout & airy polished finesse anchored in quality. Old growth timber of the 1890 original inform the soaring scale of its architecture, this deeply restored residence welcomes visitors through tailored doors, & expansive public rooms. Majestic stair, hefty door casings, deep crown moldings, luminous window bays capture glorious light, while hardwood flooring & wood burning fireplace warm the open-plan of double parlors. Culinary inspiration is evident in the professionally appointed eat-in kitchen, a gathering place adjoining the deck & deep, south facing garden. Upstairs 3 beds + primary suite with spa-like bath & integrated laundry, with northeast city views & leafy street outlooks. A 2nd luxe bath, & ample storage complete this level. The garden family room & a 4th suite + wet bar create perfect guest, ZOOM, & AirBnB potential. 3-car garage , storage, potential workshop. Functional, modern, historic, this residence is on a tree-lined, level block, w/ walkable assets of Mission Dolores, Eureka Valley & Noe, Valencia night-life. The ease of access to schools, & dual commute are eminently convenient, & the elevated livability is rare."
"Apt-712 - 601 Van Ness Ave, San Francisco, CA","$488,000",condo,94101,1,1,708,1,"Welcome to Unit 712 at Opera Plaza, an incredible opportunity to create your dream home in the heart of San Francisco's vibrant Arts District. This spacious one-bedroom condo features a well-designed floor plan with a dedicated dining area, newer flooring. Step onto your private balcony to take in breathtaking city view. Opera Plaza offers an array of top-tier amenities, including 24-hour security, on-site management, heated pool, spa, concierge services, a fitness center."
"Unit-204 - 915 N Point St, San Francisco, CA","$1,565,000",condo,94101,2,2,,1,"Brand-new 2-bedroom, 2-bathroom Condo with a large south-facing patio and parking in the heart ofRussianHill. Located directly across from the iconic Ghirardelli Square, Norvoir offers a rare opportunity to enjoy contemporary living within one of San Francisco's most historic neighborhoods. Renowned for its charming streets, landmark architecture, and vibrant yet balanced lifestyle, Russian Hill remains one of the city's most coveted areas, just a block from the scenic waterfront. Every detail of Norvoir has been thoughtfully designed, from its sleek, cohesive exterior to the spacious, well-considered floor plans that maximize comfort and functionality. Spanning four stories, Norvoir offers a collection of Studio, 1-bedroom, 2-bedroom, and 3-bedroom residences. The two-bedroom homes are thoughtfully designed to provide generous living spaces and optimal privacy with well-separated bedrooms. Community amenities include a barbecue and outdoor dining area, as well as secure bike storage. Please note: photos are from a similar model home. Parking is available please inquire for details."
"Unit-312 - 555 Fulton St, San Francisco, CA","$1,225,000",condo,94101,2,2,1051,1,"Welcome to this stunning sun-soaked retreat in the heart of San Francisco's vibrant Hayes Valley. Just minutes from any neighborhood in the city, as well as the beach and nearby parks, this southeast-facing corner unit offers 2 bedrooms, 2 bathrooms, and in-unit laundry across 1, 051 square feet of modern luxury. The home features stainless steel Bosch appliances, custom Hunter Douglas shades and blackouts, and interior closets thoughtfully designed by Closet World. It also includes assigned parking and amenities such as a rooftop deck, bicycle storage, residents' lounge, dog run, and a doorman available daily from 7 a.M. To midnight. Amidst iconic venues like the SF Ballet, Opera, Symphony, SFJAZZ, and the Conservatory of Music, residents can also enjoy local favorites such as Smitten Ice Cream, Ritual Coffee, a Mano, Absinthe Brasserie, Patxi's, La Boulangerie, and shopping at the chic boutiques on Hayes St. The beloved Patricia's Green park adds a vibrant community hub just around the corner. An exceptional opportunity to embrace city living at its finest in this sleek and stylish home!"
"Unit-316 - 451 Kansas St, San Francisco, CA","$745,000",condo,94101,1,1,663,1,"Nestled in San Francisco's highly sought-after sunny North Slope of Potrero Hill, this contemporary 1-Bd condominium offers an elevated urban living experience. The open-concept living area, the heart of the home, flows seamlessly onto a generously sized private patio, perfect for dining outdoors, relaxing peacefully, or hosting intimate gatherings. The kitchen features refined Studio Becker cabinetry & GE-Profile appliances. In-unit laundry adds to the everyday convenience. The spacious bedroom serves as a private retreat, complete with an en-suite bathroom and ample closet space. Courtyard-level access eliminates stairs, adding to the ease of living. The Potrero offers secure parking and additional storage, ensuring peace of mind. Fitness enthusiasts will appreciate the state-of-the-art gymnasium, while the common rooftop deck provides panoramic city views, ideal for relaxation or entertaining. Bicycle storage and on-site management further enhance the living experience. Grocery shopping is a breeze with Whole Foods Market just steps away and commuters enjoy easy access to freeways 280 and 101 for effortless travel throughout the Bay Area. The vibrant neighborhood offers a dynamic lifestyle, with the Chase Center, Mission Bay and a diverse array of restaurants and shops nearby."
"Unit-4B - 1200 Gough St, San Francisco, CA","$449,000",condo,94101,1,1,550,1,"A comfortable urban life awaits the new owner of this contemporary studio home. Located at the top of Cathedral Hill, this bright and airy north facing condominium features many desired amenities. It is freshly painted throughout with newl installed carpet in the main living area. This turn-key, sparkling city home contains approximately 550 square feet of thoughtfully designed livable space, enhanced by a wall of windows offering sweeping city views. Enjoy relaxing moments on your spacious private balcony. Centrally located close to shopping and a variety of dining options on Polk Street, Russian Hill, the Marina, the Japan Center, and Pacific Heights, it is also close to Kaiser Medical Center and California Pacific Medical Center. Public transportation to all parts of the city is less than a block away. The efficient kitchen features a new stove, multiple cabinets, a refrigerator, and a kitchen island with storage. There is additional storage plus a walk-in closet off the kitchen. The building is maintained by a full time professional staff. A 24 hour doorman enhances security. A storage locker, an on-site laundry, plus heat, hot water, electricity, and building insurance are included in your HOA dues. Leased parking space $100/mo., HOA fees 594.63/mo."
"100 Avocet Way, San Francisco, CA","$698,800",townhouse,94188,3,3,1427,1,"Tucked at the end of a quiet street, this 3-story corner townhome is one of the largest and most private homes at The Shipyard. Detached on 3 sides and offering a rare private garage, this bright and spacious residence blends modern design with exceptional outdoor space. The open main level features a stylish chef's kitchen with quartz countertops, a huge island with breakfast bar, high end stainless steel appliances, and ample cabinetryall flowing seamlessly to the attached living and dining areas. Just off the living room, host friends on one of the Shipyard's largest private decks. Upstairs, you'll find two large sunlit bedrooms including a serene primary suite with en-suite bath and a second bedroom with a walk-in closet. The entry level includes a flexible third bedroom with a half bath, ideal for guests or a home office, and access to a cozy private patio. Your own 1-car garage offers storage space for bikes or gear. Enjoy community perks like trails, parks, BBQ areas, playground, and dog parks with regular dog meetups. Easy access to downtown and Silicon Valley. A peaceful retreat with room to grow in one of the hottest new neighborhoods."
"114 Emerald Cove Ter, San Francisco, CA","$1,149,000",townhouse,94134,4,3,1930,2,"Discover a blend of modern luxury and serene coastal living at this captivating corner unit in Candlestick Cove! This 4-bedroom, 3-bathroom gem unfolds over three levels, offering 1, 940 square feet of comfortable living space. The freshly painted interior, high ceilings and large windows invite you into comfort. Glide through hardwood floors in the main living areas and primary suite, which features a unique loft space for you to add your personal touch. Enjoy stainless steel appliances and ample storage in the kitchen, perfect for cooks of all levels! With a 2-car garage, you'll have plenty extra space for more storage. And with its incredible location, this Candlestick neighborhood offers a unique opportunity to enjoy the peace and privacy of bay-side living paired with urban lifestyles. Situated close to Highway 101, you're just 10 minutes from downtown SF and the airport. Whether you're heading into the city or away from it, you'll have all the convenience of a smooth commute in any direction."
"134 Albatross Ct, San Francisco, CA","$595,000",townhouse,94188,4,3,1512,1,"Welcome home! Hunter's Point is one of the most exciting, beautiful and growing neighborhoods in San Francisco. This large townhouse checks all the boxes for a starter home or investment opportunity. The home has two levels of sun illuminated living space and a large eat in kitchen. The living dining room combination is open and accessible to the backyard through a sliding door. The backyard is private perfect to host or simply relax, as it has a high wooden fence, surrounded by lush trees and a storage room. The primary bedroom is an ensuite with a walk in shower. The in unit laundry room is large and is equipped with a washer, dryer, and additional storage. Finally, the townhome features a new roof, a parking space, and low HOA dues. New interior paint, appliances and flooring make this home an attractive investment. Finally, the home is nearby waterfront parks, artists studios, and connected via Muni. This starter home is ready for it's next owner."
"219 E Crystal Cove Ter, San Francisco, CA","$1,249,000",townhouse,94134,4,4,1655,2,"Discover the serenity of 219 E. Crystal Cove Ter, a meticulously updated & maintained townhome offering breathtaking hillside panoramas complemented by sparkling views of the Bay. Nestled within a quiet, peaceful, safe & welcoming community, this residence provides an enviable balance, a tranquil escape from the downtown energy, yet exceptionally convenient to the vibrant shops, cafes & restaurants in San Francisco, 15-min drive to SFO & a short commute to Silicon Valley. Embrace an active lifestyle with direct access to a scenic nature trail just steps from your door, ideal for evening strolls & soaking in the stunning hillside landscape. The home offers picturesque Bay views, creating a serene backdrop for morning coffee or tranquil sunsets. Close proximity to Candlestick Point Recreation Area, offering a diverse range of outdoor activities including biking, walking trails, windsurfing & wingfoiling. Step inside to a spacious, bright, open living/dining/kitchen with high ceilings- perfect for everyday & entertaining. Flexible 4 bed/4 bath; spacious primary suite, guest en-suite, versatile extra rooms (exercise/office). Cherish the tranquility, comfort & convenience that this exceptional home offers, a true personal oasis blending natural beauty with urban accessibility."
"272 Coleman St, San Francisco, CA","$849,000",townhouse,94124,3,3,1392,2,"Built in 2016, this nearly-new townhome offers the perfect blend of modern style and functional design. Featuring 3 bedrooms and 2.5 bathrooms, the home boasts an open-concept kitchen, dining, and living area with sophisticated dark hardwood floors and abundant natural light. A generous deck just off the kitchen provides seamless indoor-outdoor living, ideal for entertaining or relaxing with a view. With no neighbors above or below, a large private 2-car garage with a secure gated entrance, and dedicated front and rear entrances, this townhome has the feel of a single-family residence at an affordable price! The thoughtfully designed interior includes tall ceilings, built-in shelving, recessed lighting, and 2 decks facing northeast and southwest, offering bay and downtown views. The kitchen is appointed with quartz countertops, glass tile backsplash, a movable island for added flexibility and storage, and contemporary finishes throughout. The spacious primary suite with an attractive bathroom, serves as a tranquil retreat with peek-a-boo bay views and custom black-out window shades. On the upper level is another bedroom with expansive city views and a full bathroom. A half bathroom on the main level living area provides convenience for guests. Near parks, playgrounds, light rail!"
"73 Summit Way, San Francisco, CA","$1,465,000",townhouse,94132,3,3,2024,2,"Amazing 3-level townhouse located in Stonestowe | Top San Francisco's neighborhood | 3-level 3BD/2.5BA townhome at Summit 800 | Near a tranquil Lake Merced Community with golf course views | A two-acre park w/children's playground & dog park | Second level - spacious living room with beautiful wood floors, high ceiling and excellent natural light| Top level offers a massive Owner's suite with a large bathroom with separate shower, soaking tub, and spacious walk-in closet, plus the walkout to private huge lanai | Impressive upgrades including the chef inspired kitchen w/Viking appliances, large built in stainless steel refrigerator, double oven, 6 burner gas stove, tankless water heater & 2 car tandem garage | Walking Distance to Lake Merced, Stonestown Galleria, Parkmerced Shopping Center, SFSU, and easy access to freeway 280."
"12318 85Th Ave Avenue, New York, NY","$989,000",house,11421,4,3,,0,"2018 fully renovated2-family house (from top to the bottom) located in one of Queens’ most desirable neighborhood: Kew Gardens. Motivated seller. Great resources of income, offers 2 bedrooms 1 bath on 2nd floor, and 2 bedrooms 2 baths on 1st floor with a contemporary finished basement featuring a recreation room and a full bath; Only a few blocks from public transportation, parks, and transportation. Please text Cecilia for appointment. All information deemed reliable but should be verified by cooperation Agent and Buyer."
"163 E 15 Th St, New York, NY","$1,198,000",house,10001,3,2,,0,"This beautifully maintained two-family home is nestled on a quiet residential block in prime Whitestone. Boasting stunning curb appeal, this property offers the perfect blend of classic charm and functional living. Situated on an extra-long 40x124.25 lot (4, 970 sq ft), this home provides generous space both inside and out. The first floor features a warm and inviting layout, highlighted by rich woodwork, a cozy wood-burning fireplace in the living room, a formal dining room, an eat-in kitchen, bedroom and full bath. Upstairs, the second unit presents an ideal living space with room for a kitchen (room would need to be converted back to a kitchen, all plumbing already in walls), two generously sized bedrooms, a full bath, and a huge open attic that can easily be transformed into a third bedroom, office, or living room. The fully finished basement includes ample storage, a workshop area, and laundry space with washer and dryer, with plenty of room left to customize to your needs. Outdoors, you'll find a private backyard oasis with lush green lawn and plenty of space to garden, entertain, or simply unwind. A private driveway and garage offer rare convenience and additional storage. Located near the Whitestone Shopping Center, schools, dining, and public transportation, this home offers the best of suburban living with easy accessibility. A true must-see—schedule your private tour today!"
"223 W 146 Th St, New York, NY","$1,598,000",house,10001,3,3,1300,0,"Charming Hi-Ranch in Whitestone Woods Nestled in the desirable Whitestone Woods neighborhood, this well-maintained Hi-Ranch sits on a spacious 5, 800 sq. Ft. Lot with partial bridge views. Featuring 3 bedrooms and 3 full bathrooms, the main floor offers a bright, open L-shaped living/dining room and an eat-in kitchen. The ground floor leads to a private patio — perfect for outdoor relaxation. The home also includes extra closet space, a 1.5-2 car garage with additional driveway parking, and central air on the main floor, with a split system on the lower level. With careful attention to detail by the current owner, this home is truly move-in ready. Located just a quarter mile from Francis Lewis Park, this property offers the perfect mix of comfort and convenience. Don’t miss your chance to see it — you’re going to love it!"
"33 South St, New York, NY","$584,900",house,10310,4,2,,0,"Great Investment Opportunity - Two Family detached situated on 38x100 lot. Each unit features 4 rooms including: Living room, EIK, Master bedroom, 2nd bedroom, full bath. Access to Attic for storage from 2nd floor unit. Access to full unfinished basement from 1st floor unit. Make offer - will not last!"
"335 E 18 Th St, New York, NY","$1,799,999",house,10001,6,2,,5,"Step into 335 E 18th St, a charming stand-alone Two-Family home nestled in Victorian Ditmas Park, between Cortelyou and Beverly Road. Constructed in 1899, this home retains many of its original features, including a delightful porch, elegant parquet floors, captivating stained-glass windows. This 3, 343 sq ft home offers incredible potential as a two family with a rental component or combined as a stately single-family home on one of the prettiest tree-lined blocks in Ditmas Park. The first floor offers 3-bedroom, kitchen, living room, and a full bathroom. Each bedroom is sizeable, with large windows, sweet views and plenty of natural light. Fully equipped galley kitchen off the back with direct access to a quaint back porch and sizable 975 sq foot backyard for entertaining guests, alfresco dinners, playdates, gardening or any number of hobbies one might wish to explore. The second floor offers 3 spacious bedrooms, one decorative fireplace, one full bathroom, living room & newly renovated, windowed kitchen with tree-top views & loads of sunlight off the back of the house. The third floor features 4 bedrooms / office on the top floor, which can also accommodate a sizeable bathroom and laundry. Alternatively, the entire floor could be opened up for a large dormer and recreational use. Boasting a layout comprising 9 bedrooms, 3 bathrooms, and spanning 3 stories plus a basement, this residence presents an exciting opportunity for a new owner to reimagine and renovate it into a stunning home. Situated on a 5, 000 square foot lot, this property offers ample parking space for at least 5 cars, complete with a detached garage, and a charming northwest-facing garden for outdoor enjoyment. Don’t miss this amazing opportunity to purchase a rarely available property. Schedule your private appointment today. Just two blocks to the Q train at Cortelyou and three blocks to the B/Q trains at Church"
"342 E 55 Th St, New York, NY","$595,000",house,10001,4,2,1404,0,"A great opportunity for an end user or investor! Perfect home for you to design and renovate just the way your lifestyle or family needs. Close drive to the Gateway Shopping areas, Prospect Park, Canarsie Park, Floyd Bennett Field, House of Worship, Close to I27, Belt Parkway, Buyer Pay Transfer Tax and sold subject to the DOB and HPD violation(s). All Information Is deemed accurate but should be verified."
"8B - 168 E 111 Th St, New York, NY","$799,000",house,10001,1,1,687,0,"Introducing Vista Noble Tower. A total of 42 upscale residences, with layouts ranging from studios to two-bedroom homes. Spacious, bright, and modern interiors with engineered wood flooring, efficient layouts, and no wasted space. Select units include private balconies or terraces. Amenities include a fitness center, residents' lounge doorman, elevators, package room, and intercom system. Parking available for sale. Close to Central Park, Close to Columbia University Inquire today and schedule your private tour!"
"Front - 1112 Saint Lawrence Avenue, New York, NY","$1,200,000",house,10001,6,2,,2,"Discover space, versatility, and opportunity at 1112 Saint Lawrence Ave—a solid brick, semi-attached two-family home located in the heart of the Bronx. This expansive property features two spacious 3-bedroom apartments, offering flexibility for rental income, extended family living, or owner occupancy with supplemental income. Both units offer generous layouts with ample natural light, while the full finished walk-in basement provides extra living or recreation space. As a rare bonus, the home also includes a sub-basement, offering incredible potential for storage, a home gym, or creative use. Commuters will appreciate the home’s prime location near the Sheridan Expressway and Cross Bronx Expressway, making travel to Manhattan and beyond quick and convenient. An attached garage and private driveway provide valuable off-street parking—an uncommon luxury in the area. Set in a growing neighborhood surrounded by new developments, you’ll be moments from local shopping, restaurants, parks, and amenities, offering the perfect blend of urban convenience and community charm. Whether you're an investor or an end-user looking for space and income potential, 1112 Saint Lawrence Ave is a rare find with room to grow. Don’t miss this unique opportunity."
"5A - 168 E 111 Th St, New York, NY","$923,000",condo,10001,2,2,825,0,"Introducing Vista Noble Tower. A total of 42 upscale residences, with layouts ranging from studios to two-bedroom homes. Spacious, bright, and modern interiors with engineered wood flooring, efficient layouts, and no wasted space. Select units include private balconies or terraces. Amenities include a fitness center, residents' lounge doorman, elevators, package room, and intercom system. Parking available for sale. Close to Central Park, Close to Columbia University Inquire today and schedule your private tour!"
"5E - 170 W 23 Rd St, New York, NY","$475,000",condo,10001,1,1,585,1,"Welcome to 170 West 23rd Street – A Stylish Chelsea Gem! Step into this bright and spacious one-bedroom, one-bathroom condo located in the heart of vibrant Chelsea. Perched in a full-service, elevator building, this residence offers the perfect blend of comfort, convenience, and downtown sophistication. The unit features a well-proportioned living room ideal for relaxing or entertaining, complemented by oversized windows that fill the space with natural light. The Unit needs full Gut Interior Renovation that can be modernized with sleek cabinetry, ample counter space, and stainless steel appliances—perfect for home-cooked meals or casual dining. The serene bedroom easily accommodates a queen-sized bed and offers generous closet space. A classic, tiled bathroom can be added to complete the home with clean lines and practical function. Building amenities include a 24-hour doorman, live-in superintendent, laundry facility. Close proximity to major subway lines, world-class dining, art galleries, and boutiques, this location epitomizes the Chelsea lifestyle. Whether you’re a first-time buyer, investor this charming condo is an exceptional opportunity in one of Manhattan’s most sought-after neighborhoods."
"7A - 168 E 111 Th St, New York, NY","$675,000",condo,10001,1,1,527,0,"Introducing Vista Noble Tower. A total of 42 upscale residences, with layouts ranging from studios to two-bedroom homes. Spacious, bright, and modern interiors with engineered wood flooring, efficient layouts, and no wasted space. Select units include private balconies or terraces. Amenities include a fitness center, residents' lounge doorman, elevators, package room, and intercom system. Parking available for sale. Close to Central Park, Close to Columbia University Inquire today and schedule your private tour!"
